        0.0000  -0.334458   0.302048  -0.032409 
        0.1000  -1.651760   0.302048  -1.349712 
        0.2000  -1.693820   0.302048  -1.391771 
        0.3000  -1.726385   0.302048  -1.424337 
        0.4000  -1.751848   0.302048  -1.449799 
        0.5000  -1.772095   0.302048  -1.470047 
        0.6000  -1.787428   0.302048  -1.485380 
        0.7000  -1.798010   0.302048  -1.495962 
        0.8000  -1.807030   0.302048  -1.504981 
        0.9000  -1.812571   0.302048  -1.510523 
        1.0000  -1.815353   0.302048  -1.513305 
        1.1000  -1.817882   0.302048  -1.515833 
        1.2000  -1.820171   0.302048  -1.518123 
        1.3000  -1.821326   0.302048  -1.519278 
        1.4000  -1.823171   0.302048  -1.521122 
        1.5000  -1.823174   0.302048  -1.521126 
        1.6000  -1.822604   0.302048  -1.520556 
        1.7000  -1.825175   0.302048  -1.523127 
        1.8000  -1.825456   0.302048  -1.523408 
        1.9000  -1.825531   0.302048  -1.523482 
        2.0000  -1.825953   0.302048  -1.523905 
        2.1000  -1.826482   0.302048  -1.524433 
        2.2000  -1.827055   0.302048  -1.525007 
        2.3000  -1.827143   0.302048  -1.525094 
        2.4000  -1.827542   0.302048  -1.525494 
        2.5000  -1.828199   0.302048  -1.526151 
        2.6000  -1.828055   0.302048  -1.526007 
        2.7000  -1.828451   0.302048  -1.526403 
        2.8000  -1.828870   0.302048  -1.526822 
        2.9000  -1.828593   0.302048  -1.526545 
        3.0000  -1.829153   0.302048  -1.527105 
        3.1000  -1.829268   0.302048  -1.527219 
        3.2000  -1.829629   0.302048  -1.527581 
        3.3000  -1.829671   0.302048  -1.527623 
        3.4000  -1.829326   0.302048  -1.527277 
        3.5000  -1.830024   0.302048  -1.527976 
        3.6000  -1.830334   0.302048  -1.528285 
        3.7000  -1.829788   0.302048  -1.527739 
        3.8000  -1.823396   0.302048  -1.521347 
        3.9000  -1.825560   0.302048  -1.523511 
        4.0000  -1.830763   0.302048  -1.528715 
        4.1000  -1.831033   0.302048  -1.528985 
        4.2000  -1.831028   0.302048  -1.528980 
        4.3000  -1.831092   0.302048  -1.529044 
        4.4000  -1.827400   0.302048  -1.525352 
        4.5000  -1.831398   0.302048  -1.529350 
        4.6000  -1.827591   0.302048  -1.525542 
        4.7000  -1.831172   0.302048  -1.529124 
        4.8000  -1.831605   0.302048  -1.529557 
        4.9000  -1.831388   0.302048  -1.529340 
        5.0000  -1.829133   0.302048  -1.527084 
        5.1000  -1.829044   0.302048  -1.526996 
        5.2000  -1.829072   0.302048  -1.527023 
        5.3000  -1.823594   0.302048  -1.521545 
        5.4000  -1.827348   0.302048  -1.525300 
        5.5000  -1.829601   0.302048  -1.527553 
        5.6000  -1.831637   0.302048  -1.529588 
        5.7000  -1.830240   0.302048  -1.528192 
        5.8000  -1.828204   0.302048  -1.526155 
        5.9000  -1.825127   0.302048  -1.523078 
        6.0000  -1.829895   0.302048  -1.527847 
        6.1000  -1.825112   0.302048  -1.523063 
        6.2000  -1.832036   0.302048  -1.529988 
        6.3000  -1.832610   0.302048  -1.530562 
        6.4000  -1.832348   0.302048  -1.530300 
        6.5000  -1.832639   0.302048  -1.530591 
        6.6000  -1.832494   0.302048  -1.530445 
        6.7000  -1.832467   0.302048  -1.530418 
        6.8000  -1.832507   0.302048  -1.530459 
        6.9000  -1.832725   0.302048  -1.530677 
        7.0000  -1.832872   0.302048  -1.530824 
        7.1000  -1.832805   0.302048  -1.530756 
        7.2000  -1.832119   0.302048  -1.530070 
        7.3000  -1.832908   0.302048  -1.530859 
        7.4000  -1.830932   0.302048  -1.528884 
        7.5000  -1.829917   0.302048  -1.527868 
        7.6000  -1.832758   0.302048  -1.530709 
        7.7000  -1.831295   0.302048  -1.529247 
        7.8000  -1.833220   0.302048  -1.531171 
        7.9000  -1.833220   0.302048  -1.531171 
        8.0000  -1.826680   0.302048  -1.524632 
        8.1000  -1.831481   0.302048  -1.529433 
        8.2000  -1.833067   0.302048  -1.531019 
        8.3000  -1.832797   0.302048  -1.530749 
        8.4000  -1.829142   0.302048  -1.527094 
        8.5000  -1.832834   0.302048  -1.530785 
        8.6000  -1.831451   0.302048  -1.529403 
        8.7000  -1.833108   0.302048  -1.531060 
        8.8000  -1.833270   0.302048  -1.531222 
        8.9000  -1.833387   0.302048  -1.531338 
        9.0000  -1.833438   0.302048  -1.531390 
        9.1000  -1.833208   0.302048  -1.531160 
        9.2000  -1.829269   0.302048  -1.527221 
        9.3000  -1.827407   0.302048  -1.525359 
        9.4000  -1.833551   0.302048  -1.531502 
        9.5000  -1.826870   0.302048  -1.524822 
        9.6000  -1.829924   0.302048  -1.527876 
        9.7000  -1.833484   0.302048  -1.531436 
        9.8000  -1.833720   0.302048  -1.531672 
        9.9000  -1.833430   0.302048  -1.531381 
       10.0000  -1.833669   0.302048  -1.531621 
