        0.0000  -1.833669   0.300468  -1.533201 
        0.5000  -1.663411   0.131162  -1.532249 
        1.0000  -1.588055   0.226234  -1.361821 
        1.5000  -1.556491   0.268912  -1.287579 
        2.0000  -1.531726   0.279900  -1.251826 
        2.5000  -1.511516   0.279439  -1.232077 
        3.0000  -1.506049   0.298943  -1.207106 
        3.5000  -1.503492   0.301992  -1.201500 
        4.0000  -1.495628   0.296148  -1.199480 
        4.5000  -1.500762   0.304992  -1.195770 
        5.0000  -1.496153   0.301267  -1.194886 
        5.5000  -1.496008   0.299692  -1.196317 
        6.0000  -1.497802   0.301770  -1.196032 
        6.5000  -1.500315   0.304447  -1.195868 
        7.0000  -1.497259   0.300239  -1.197020 
        7.5000  -1.498197   0.301491  -1.196705 
        8.0000  -1.495280   0.300653  -1.194627 
        8.5000  -1.499263   0.303288  -1.195975 
